PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description patch,Meta description patch status,Meta description length,No. of meta descriptions,Is indexable page
29,https://tranvas.com/solutions/deep-work,Deep Work — Uninterrupted Focus | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/features/neural-os,Neural OS AI — Powered by Gemini Brain | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/about,About Us — Our Mission | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/resources/blog,Blog — Productivity Insights | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/resources/ai-trust,AI Transparency — Our Commitment | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/solutions/atomic-system,"Atomic Habits — Small Steps, Big Results | Tranvas",text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/solutions/student,For Students — Optimize Your Learning | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/resources/help,Help Center — Find Solutions | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/resources/guide,User Guide — Master the OS | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
29,https://tranvas.com/solutions/career-accelerator,Career Tracker — Focus on Professional Growth | Tranvas,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/resources/changelog,Changelog — What's New | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/resources/ai-trust,AI Transparency — Our Commitment | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/career-accelerator,Career Tracker — Focus on Professional Growth | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/resources/help,Help Center — Find Solutions | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/features/journal,Digital Journal — Capture Your Thoughts | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/resources/community,Community — Connect with Users | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/student,For Students — Optimize Your Learning | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/resources/stories,Success Stories — User Transformations | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/second-brain,Second Brain — Your Digital Knowledge Map | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/atomic-system,"Atomic Habits — Small Steps, Big Results | Tranvas",text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/features/neural-os,Neural OS AI — Powered by Gemini Brain | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/deep-work,Deep Work — Uninterrupted Focus | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/freelancer,For Freelancers — Scale Your Workflow | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/register,Sign Up — Start Your Journey | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/personalgrowth,Personal Growth — Master Your Self-System | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/features/job,Job Tracker — Manage Career Growth | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/about,About Us — Our Mission | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://www.tranvas.com/id,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,1,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/features/habit,Habit Tracker — Build Consistency Every Day | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/solutions/mental-clarity,Mental Health — Journaling & Mindfulness | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/resources/guide,User Guide — Master the OS | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/pricing,Pricing & Plans — Choose Your Journey | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
23,https://tranvas.com/id/resources/blog,Blog — Productivity Insights | Tranvas,text/html; charset=utf-8,false,200,0,0,"The all-in-one productivity OS for growth, clarity, and control.",,,64,1,true
