PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Is indexable page,Canonical URL,Canonical URL code,Canonical URL patch,Canonical URL patch status,No. of canonical inlinks,Content hash,No. of pages having the same content,Title patch,Title patch status,Meta description,Meta description patch,Meta description patch status,H1
23,https://tranvas.com/id/solutions/atomic-system,"Atomic Habits — Small Steps, Big Results | Tranvas",text/html; charset=utf-8,false,200,0,0,true,,,,,0,16636546207033747754,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/solutions/atomic-system,"Atomic Habits — Small Steps, Big Results | Tranvas",text/html; charset=utf-8,false,200,0,1,true,,,,,0,16636546207033747754,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/register,Sign Up — Start Your Journey | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,16233276844866891578,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/register,Sign Up — Start Your Journey | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,16233276844866891578,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/solutions/mental-clarity,Mental Health — Journaling & Mindfulness | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,16013812383032215302,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/solutions/mental-clarity,Mental Health — Journaling & Mindfulness | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,16013812383032215302,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/features/job,Job Tracker — Manage Career Growth | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,14717939365765858241,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/features/job,Job Tracker — Manage Career Growth | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,14717939365765858241,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/features/habit,Habit Tracker — Build Consistency Every Day | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,4262504085646371440,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/features/habit,Habit Tracker — Build Consistency Every Day | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,4262504085646371440,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/solutions/personalgrowth,Personal Growth — Master Your Self-System | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,4219536793585506408,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/solutions/personalgrowth,Personal Growth — Master Your Self-System | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,4219536793585506408,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/resources/community,Community — Connect with Users | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,4049129928004717129,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/resources/community,Community — Connect with Users | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,4049129928004717129,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/features/neural-os,Neural OS AI — Powered by Gemini Brain | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,3796276708198764452,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/features/neural-os,Neural OS AI — Powered by Gemini Brain | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,3796276708198764452,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/solutions/freelancer,For Freelancers — Scale Your Workflow | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,3706793341069782983,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/solutions/freelancer,For Freelancers — Scale Your Workflow | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,3706793341069782983,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/login,Log In — Welcome Back | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,3604501206688088492,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
40,https://tranvas.com/id/login,Log In — Welcome Back | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,3604501206688088492,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/solutions/student,For Students — Optimize Your Learning | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,3060803246187559843,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/solutions/student,For Students — Optimize Your Learning | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,3060803246187559843,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/resources/blog,Blog — Productivity Insights | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,2978445433863922590,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/resources/blog,Blog — Productivity Insights | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,2978445433863922590,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/pricing,Pricing & Plans — Choose Your Journey | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,1601060064254060813,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/pricing,Pricing & Plans — Choose Your Journey | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,1601060064254060813,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/resources/guide,User Guide — Master the OS | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,668815777334216830,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/resources/guide,User Guide — Master the OS | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,668815777334216830,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/solutions/deep-work,Deep Work — Uninterrupted Focus | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,632302229466779463,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/solutions/deep-work,Deep Work — Uninterrupted Focus | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,632302229466779463,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/features/journal,Digital Journal — Capture Your Thoughts | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,607452968636065608,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/features/journal,Digital Journal — Capture Your Thoughts | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,607452968636065608,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/resources/ai-trust,AI Transparency — Our Commitment | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,591189444690140998,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/resources/ai-trust,AI Transparency — Our Commitment | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,591189444690140998,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://www.tranvas.com/,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,0,true,,,,,0,577846949401013455,4,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
31,https://tranvas.com/,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,0,true,,,,,0,577846949401013455,4,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://www.tranvas.com/id,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,1,true,,,,,0,577846949401013455,4,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,0,true,,,,,0,577846949401013455,4,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
23,https://tranvas.com/id/about,About Us — Our Mission | Tranvas,text/html; charset=utf-8,false,200,0,0,true,,,,,0,446601391103223720,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
29,https://tranvas.com/about,About Us — Our Mission | Tranvas,text/html; charset=utf-8,false,200,0,1,true,,,,,0,446601391103223720,2,,,"The all-in-one productivity OS for growth, clarity, and control.",,,
